PROBEID	SYMBOL	ENTREZID	GENENAME
209026_x_at	TUBB	203068	"tubulin, beta class I"
209027_s_at	ABI1	10006	abl-interactor 1
209028_s_at	ABI1	10006	abl-interactor 1
209029_at	COPS7A	50813	COP9 signalosome subunit 7A
209030_s_at	CADM1	23705	cell adhesion molecule 1
209031_at	CADM1	23705	cell adhesion molecule 1
209032_s_at	CADM1	23705	cell adhesion molecule 1
209033_s_at	DYRK1A	1859	dual specificity tyrosine-(Y)-phosphorylation regulated kinase 1A
209034_at	PNRC1	10957	proline-rich nuclear receptor coactivator 1
209035_at	MDK	4192	midkine (neurite growth-promoting factor 2)
209036_s_at	MDH2	4191	malate dehydrogenase 2
209037_s_at	EHD1	10938	EH domain containing 1
209038_s_at	EHD1	10938	EH domain containing 1
209039_x_at	EHD1	10938	EH domain containing 1
209040_s_at	PSMB8	5696	proteasome subunit beta 8
209041_s_at	UBE2G2	7327	ubiquitin conjugating enzyme E2G 2
209042_s_at	UBE2G2	7327	ubiquitin conjugating enzyme E2G 2
209043_at	PAPSS1	9061	3'-phosphoadenosine 5'-phosphosulfate synthase 1
209044_x_at	SF3B4	10262	"splicing factor 3b, subunit 4, 49kDa"
209045_at	XPNPEP1	7511	"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble"
209046_s_at	GABARAPL2	11345	GABA(A) receptor-associated protein like 2
209047_at	AQP1	358	aquaporin 1 (Colton blood group)
209048_s_at	ZMYND8	23613	"zinc finger, MYND-type containing 8"
209049_s_at	ZMYND8	23613	"zinc finger, MYND-type containing 8"
209050_s_at	RALGDS	5900	ral guanine nucleotide dissociation stimulator
209051_s_at	RALGDS	5900	ral guanine nucleotide dissociation stimulator
209052_s_at	NSD2	7468	nuclear receptor binding SET domain protein 2
209053_s_at	NSD2	7468	nuclear receptor binding SET domain protein 2
209054_s_at	NSD2	7468	nuclear receptor binding SET domain protein 2
209055_s_at	CDC5L	988	cell division cycle 5-like
209056_s_at	CDC5L	988	cell division cycle 5-like
209057_x_at	CDC5L	988	cell division cycle 5-like
209058_at	EDF1	8721	endothelial differentiation-related factor 1
209059_s_at	EDF1	8721	endothelial differentiation-related factor 1
209060_x_at	NCOA3	8202	nuclear receptor coactivator 3
209061_at	NCOA3	8202	nuclear receptor coactivator 3
209062_x_at	NCOA3	8202	nuclear receptor coactivator 3
209063_x_at	PAIP1	10605	poly(A) binding protein interacting protein 1
209064_x_at	PAIP1	10605	poly(A) binding protein interacting protein 1
209065_at	UQCRB	7381	ubiquinol-cytochrome c reductase binding protein
209066_x_at	UQCRB	7381	ubiquinol-cytochrome c reductase binding protein
209067_s_at	HNRNPDL	9987	heterogeneous nuclear ribonucleoprotein D like
209068_at	HNRNPDL	9987	heterogeneous nuclear ribonucleoprotein D like
209069_s_at	H3F3B	3021	"H3 histone, family 3B (H3.3B)"
209070_s_at	RGS5	8490	regulator of G-protein signaling 5
209071_s_at	RGS5	8490	regulator of G-protein signaling 5
209072_at	MBP	4155	myelin basic protein
209073_s_at			
209074_s_at	FAM107A	11170	"family with sequence similarity 107, member A"
209075_s_at	ISCU	23479	iron-sulfur cluster assembly enzyme
209076_s_at	WDR45B	56270	WD repeat domain 45B
209077_at	TXN2	25828	thioredoxin 2
209078_s_at	TXN2	25828	thioredoxin 2
209079_x_at			
209080_x_at	GLRX3	10539	glutaredoxin 3
209081_s_at	COL18A1	80781	"collagen, type XVIII, alpha 1"
209082_s_at	COL18A1	80781	"collagen, type XVIII, alpha 1"
209083_at	CORO1A	11151	"coronin, actin binding protein, 1A"
209084_s_at	RAB28	9364	"RAB28, member RAS oncogene family"
209085_x_at	RFC1	5981	replication factor C subunit 1
209086_x_at	MCAM	4162	melanoma cell adhesion molecule
209087_x_at	MCAM	4162	melanoma cell adhesion molecule
209088_s_at	UBN1	29855	ubinuclein 1
209089_at	RAB5A	5868	"RAB5A, member RAS oncogene family"
209090_s_at	SH3GLB1	51100	SH3-domain GRB2-like endophilin B1
209091_s_at	SH3GLB1	51100	SH3-domain GRB2-like endophilin B1
209092_s_at	GLOD4	51031	glyoxalase domain containing 4
209093_s_at			
209094_at	DDAH1	23576	dimethylarginine dimethylaminohydrolase 1
209095_at	DLD	1738	dihydrolipoamide dehydrogenase
209096_at	UBE2V2	7336	ubiquitin conjugating enzyme E2 variant 2
209097_s_at	JAG1	182	jagged 1
209098_s_at	JAG1	182	jagged 1
209099_x_at	JAG1	182	jagged 1
209100_at	IFRD2	7866	interferon-related developmental regulator 2
209101_at	CTGF	1490	connective tissue growth factor
209102_s_at	HBP1	26959	HMG-box transcription factor 1
209103_s_at	UFD1L	7353	ubiquitin fusion degradation 1 like (yeast)
209104_s_at	NHP2	55651	NHP2 ribonucleoprotein
209105_at	NCOA1	8648	nuclear receptor coactivator 1
209106_at	NCOA1	8648	nuclear receptor coactivator 1
209107_x_at	NCOA1	8648	nuclear receptor coactivator 1
209108_at	TSPAN6	7105	tetraspanin 6
209109_s_at	TSPAN6	7105	tetraspanin 6
209110_s_at	RGL2	5863	ral guanine nucleotide dissociation stimulator-like 2
209111_at			
209112_at	CDKN1B	1027	"cyclin-dependent kinase inhibitor 1B (p27, Kip1)"
209113_s_at	HMG20B	10362	high mobility group 20B
209114_at	TSPAN1	10103	tetraspanin 1
209115_at	UBA3	9039	ubiquitin-like modifier activating enzyme 3
209116_x_at	HBB	3043	"hemoglobin, beta"
209117_at	WBP2	23558	WW domain binding protein 2
209118_s_at	TUBA1A	7846	"tubulin, alpha 1a"
209119_x_at	NR2F2	7026	"nuclear receptor subfamily 2, group F, member 2"
209120_at	NR2F2	7026	"nuclear receptor subfamily 2, group F, member 2"
209121_x_at	NR2F2	7026	"nuclear receptor subfamily 2, group F, member 2"
209122_at	PLIN2	123	perilipin 2
209123_at	QDPR	5860	quinoid dihydropteridine reductase
209124_at	MYD88	4615	myeloid differentiation primary response 88
209125_at	KRT6A	3853	"keratin 6A, type II"
209126_x_at	KRT6B	3854	"keratin 6B, type II"
209127_s_at	SART3	9733	squamous cell carcinoma antigen recognized by T-cells 3
209128_s_at	SART3	9733	squamous cell carcinoma antigen recognized by T-cells 3
209129_at	TRIP6	7205	thyroid hormone receptor interactor 6
209130_at	SNAP23	8773	synaptosome associated protein 23kDa
209131_s_at	SNAP23	8773	synaptosome associated protein 23kDa
209132_s_at	COMMD4	54939	COMM domain containing 4
209133_s_at	COMMD4	54939	COMM domain containing 4
209134_s_at	RPS6	6194	ribosomal protein S6
209135_at	ASPH	444	aspartate beta-hydroxylase
209136_s_at	USP10	9100	ubiquitin specific peptidase 10
209137_s_at	USP10	9100	ubiquitin specific peptidase 10
209138_x_at			
209139_s_at	PRKRA	8575	"protein kinase, interferon-inducible double stranded RNA dependent activator"
209140_x_at	HLA-B	3106	"major histocompatibility complex, class I, B"
209141_at			
209142_s_at	UBE2G1	7326	ubiquitin conjugating enzyme E2G 1
209143_s_at	CLNS1A	1207	"chloride channel, nucleotide-sensitive, 1A"
209144_s_at	CBFA2T2	9139	"core-binding factor, runt domain, alpha subunit 2; translocated to, 2"
209145_s_at	CBFA2T2	9139	"core-binding factor, runt domain, alpha subunit 2; translocated to, 2"
209146_at	MSMO1	6307	methylsterol monooxygenase 1
209147_s_at	PLPP1	8611	phospholipid phosphatase 1
209148_at	RXRB	6257	retinoid X receptor beta
209149_s_at	TM9SF1	10548	transmembrane 9 superfamily member 1
209150_s_at			
209151_x_at	TCF3	6929	transcription factor 3
209152_s_at	TCF3	6929	transcription factor 3
209153_s_at	TCF3	6929	transcription factor 3
209154_at			
209155_s_at	NT5C2	22978	"5'-nucleotidase, cytosolic II"
209156_s_at	COL6A2	1292	"collagen, type VI, alpha 2"
209157_at	DNAJA2	10294	"DnaJ (Hsp40) homolog, subfamily A, member 2"
209158_s_at	CYTH2	9266	cytohesin 2
209159_s_at	NDRG4	65009	NDRG family member 4
209160_at	AKR1C3	8644	"aldo-keto reductase family 1, member C3"
209161_at	PRPF4	9128	pre-mRNA processing factor 4
209162_s_at	PRPF4	9128	pre-mRNA processing factor 4
209163_at	CYB561	1534	cytochrome b561
209164_s_at	CYB561	1534	cytochrome b561
209165_at	AATF	26574	apoptosis antagonizing transcription factor
209166_s_at	MAN2B1	4125	"mannosidase, alpha, class 2B, member 1"
209167_at	GPM6B	2824	glycoprotein M6B
209168_at	GPM6B	2824	glycoprotein M6B
209169_at	GPM6B	2824	glycoprotein M6B
209170_s_at	GPM6B	2824	glycoprotein M6B
209171_at	ITPA	3704	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)
209172_s_at	CENPF	1063	centromere protein F
209173_at	AGR2	10551	"anterior gradient 2, protein disulphide isomerase family member"
209174_s_at	QRICH1	54870	glutamine-rich 1
209175_at	SEC23IP	11196	SEC23 interacting protein
209176_at	SEC23IP	11196	SEC23 interacting protein
209177_at	NDUFAF3	25915	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 3"
209178_at	DHX38	9785	DEAH (Asp-Glu-Ala-His) box polypeptide 38
209179_s_at	MBOAT7	79143	membrane bound O-acyltransferase domain containing 7
209180_at	RABGGTB	5876	"Rab geranylgeranyltransferase, beta subunit"
209181_s_at	RABGGTB	5876	"Rab geranylgeranyltransferase, beta subunit"
209182_s_at	C10orf10	11067	chromosome 10 open reading frame 10
209183_s_at	C10orf10	11067	chromosome 10 open reading frame 10
209184_s_at	IRS2	8660	insulin receptor substrate 2
209185_s_at	IRS2	8660	insulin receptor substrate 2
209186_at	ATP2A2	488	"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"
209187_at	DR1	1810	down-regulator of transcription 1
209188_x_at	DR1	1810	down-regulator of transcription 1
209189_at	FOS	2353	FBJ murine osteosarcoma viral oncogene homolog
209190_s_at	DIAPH1	1729	diaphanous-related formin 1
209191_at	TUBB6	84617	"tubulin, beta 6 class V"
209192_x_at	KAT5	10524	K(lysine) acetyltransferase 5
209193_at	PIM1	5292	"Pim-1 proto-oncogene, serine/threonine kinase"
209194_at	CETN2	1069	centrin 2
209195_s_at	ADCY6	112	adenylate cyclase 6
209196_at	WDR46	9277	WD repeat domain 46
209197_at			
209198_s_at	SYT11	23208	synaptotagmin XI
209199_s_at	MEF2C	4208	myocyte enhancer factor 2C
209200_at	MEF2C	4208	myocyte enhancer factor 2C
209201_x_at	CXCR4	7852	chemokine (C-X-C motif) receptor 4
209202_s_at	EXTL3	2137	exostosin-like glycosyltransferase 3
209203_s_at	BICD2	23299	bicaudal D homolog 2 (Drosophila)
209204_at	LMO4	8543	LIM domain only 4
209205_s_at	LMO4	8543	LIM domain only 4
209206_at			
209207_s_at			
209208_at	MPDU1	9526	mannose-P-dolichol utilization defect 1
209209_s_at	FERMT2	10979	fermitin family member 2
209210_s_at	FERMT2	10979	fermitin family member 2
209211_at	KLF5	688	Kruppel-like factor 5 (intestinal)
209212_s_at	KLF5	688	Kruppel-like factor 5 (intestinal)
209213_at	CBR1	873	carbonyl reductase 1
209214_s_at	EWSR1	2130	EWS RNA binding protein 1
209215_at	MFSD10	10227	major facilitator superfamily domain containing 10
209216_at	WDR45	11152	WD repeat domain 45
209217_s_at	WDR45	11152	WD repeat domain 45
209218_at	SQLE	6713	squalene epoxidase
209219_at	NELFE	7936	negative elongation factor complex member E
209220_at	GPC3	2719	glypican 3
209221_s_at	OSBPL2	9885	oxysterol binding protein-like 2
209222_s_at	OSBPL2	9885	oxysterol binding protein-like 2
209223_at	NDUFA2	4695	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa"
209224_s_at	NDUFA2	4695	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa"
209225_x_at	TNPO1	3842	transportin 1
209226_s_at	TNPO1	3842	transportin 1
209227_at	TUSC3	7991	tumor suppressor candidate 3
209228_x_at	TUSC3	7991	tumor suppressor candidate 3
209229_s_at	PPP6R1	22870	"protein phosphatase 6, regulatory subunit 1"
209230_s_at	NUPR1	26471	"nuclear protein 1, transcriptional regulator"
209231_s_at	DCTN5	84516	dynactin 5 (p25)
209232_s_at	DCTN5	84516	dynactin 5 (p25)
209233_at	EMG1	10436	EMG1 N1-specific pseudouridine methyltransferase
209234_at	KIF1B	23095	kinesin family member 1B
209235_at	CLCN7	1186	"chloride channel, voltage-sensitive 7"
209236_at	SLC23A2	9962	"solute carrier family 23 (ascorbic acid transporter), member 2"
209237_s_at	SLC23A2	9962	"solute carrier family 23 (ascorbic acid transporter), member 2"
209238_at	STX3	6809	syntaxin 3
209239_at	NFKB1	4790	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1
209240_at	OGT	8473	O-linked N-acetylglucosamine (GlcNAc) transferase
209241_x_at	MINK1	50488	misshapen-like kinase 1
209242_at	PEG3	5178	paternally expressed 3
209243_s_at	PEG3	5178	paternally expressed 3
209244_s_at	KIF1C	10749	kinesin family member 1C
209245_s_at	LOC105371501	105371501	uncharacterized LOC105371501
209246_at	ABCF2	10061	ATP binding cassette subfamily F member 2
209247_s_at	ABCF2	10061	ATP binding cassette subfamily F member 2
209248_at	GHITM	27069	growth hormone inducible transmembrane protein
209249_s_at	GHITM	27069	growth hormone inducible transmembrane protein
209250_at	DEGS1	8560	"delta(4)-desaturase, sphingolipid 1"
209251_x_at	TUBA1C	84790	"tubulin, alpha 1c"
209252_at	HARS2	23438	"histidyl-tRNA synthetase 2, mitochondrial"
209253_at	SORBS3	10174	sorbin and SH3 domain containing 3
209254_at	KLHDC10	23008	kelch domain containing 10
209255_at	KLHDC10	23008	kelch domain containing 10
209256_s_at	KLHDC10	23008	kelch domain containing 10
209257_s_at	SMC3	9126	structural maintenance of chromosomes 3
209258_s_at	SMC3	9126	structural maintenance of chromosomes 3
209259_s_at	SMC3	9126	structural maintenance of chromosomes 3
209260_at	SFN	2810	stratifin
209261_s_at	NR2F6	2063	"nuclear receptor subfamily 2, group F, member 6"
209262_s_at	NR2F6	2063	"nuclear receptor subfamily 2, group F, member 6"
209263_x_at	TSPAN4	7106	tetraspanin 4
209264_s_at	TSPAN4	7106	tetraspanin 4
209265_s_at	METTL3	56339	methyltransferase like 3
209266_s_at	SLC39A8	64116	"solute carrier family 39 (zinc transporter), member 8"
209267_s_at	SLC39A8	64116	"solute carrier family 39 (zinc transporter), member 8"
209268_at	VPS45	11311	vacuolar protein sorting 45 homolog (S. cerevisiae)
209269_s_at	SYK	6850	spleen tyrosine kinase
209270_at	LAMB3	3914	"laminin, beta 3"
209271_at	BPTF	2186	bromodomain PHD finger transcription factor
209272_at	NAB1	4664	NGFI-A binding protein 1
209273_s_at	ISCA1	81689	iron-sulfur cluster assembly 1
209274_s_at	ISCA1	81689	iron-sulfur cluster assembly 1
209275_s_at	CLN3	1201	"ceroid-lipofuscinosis, neuronal 3"
209276_s_at	GLRX	2745	glutaredoxin
209277_at	TFPI2	7980	tissue factor pathway inhibitor 2
209278_s_at	TFPI2	7980	tissue factor pathway inhibitor 2
209279_s_at	NSDHL	50814	NAD(P) dependent steroid dehydrogenase-like
209280_at	MRC2	9902	"mannose receptor, C type 2"
209281_s_at	ATP2B1	490	"ATPase, Ca++ transporting, plasma membrane 1"
209282_at	PRKD2	25865	protein kinase D2
209283_at	CRYAB	1410	crystallin alpha B
209284_s_at	FAM208A	23272	"family with sequence similarity 208, member A"
209285_s_at	FAM208A	23272	"family with sequence similarity 208, member A"
209286_at	CDC42EP3	10602	CDC42 effector protein (Rho GTPase binding) 3
209287_s_at	CDC42EP3	10602	CDC42 effector protein (Rho GTPase binding) 3
209288_s_at	CDC42EP3	10602	CDC42 effector protein (Rho GTPase binding) 3
209289_at	NFIB	4781	nuclear factor I/B
209290_s_at	NFIB	4781	nuclear factor I/B
209291_at	ID4	3400	"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein"
209292_at	ID4	3400	"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein"
209293_x_at	ID4	3400	"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein"
209294_x_at	TNFRSF10B	8795	"tumor necrosis factor receptor superfamily, member 10b"
209295_at	TNFRSF10B	8795	"tumor necrosis factor receptor superfamily, member 10b"
209296_at	PPM1B	5495	"protein phosphatase, Mg2+/Mn2+ dependent, 1B"
209297_at	ITSN1	6453	intersectin 1
209298_s_at	ITSN1	6453	intersectin 1
209299_x_at	PPIL2	23759	peptidylprolyl isomerase (cyclophilin)-like 2
209300_s_at	NECAP1	25977	NECAP endocytosis associated 1
209301_at	CA2	760	carbonic anhydrase II
209302_at	POLR2H	5437	polymerase (RNA) II (DNA directed) polypeptide H
209303_at	NDUFS4	4724	"NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)"
209304_x_at	GADD45B	4616	"growth arrest and DNA-damage-inducible, beta"
209305_s_at	GADD45B	4616	"growth arrest and DNA-damage-inducible, beta"
209306_s_at	SWAP70	23075	SWAP switching B-cell complex 70kDa subunit
209307_at	SWAP70	23075	SWAP switching B-cell complex 70kDa subunit
209308_s_at	BNIP2	663	BCL2/adenovirus E1B 19kDa interacting protein 2
209309_at	AZGP1	563	"alpha-2-glycoprotein 1, zinc-binding"
209310_s_at	CASP4	837	caspase 4
209311_at	BCL2L2	599	BCL2-like 2
209312_x_at			
209313_at	GPN1	11321	GPN-loop GTPase 1
209314_s_at	HBS1L	10767	HBS1-like translational GTPase
209315_at	HBS1L	10767	HBS1-like translational GTPase
209316_s_at	HBS1L	10767	HBS1-like translational GTPase
209317_at	POLR1C	9533	polymerase (RNA) I polypeptide C
209318_x_at	PLAGL1	5325	pleiomorphic adenoma gene-like 1
209320_at	ADCY3	109	adenylate cyclase 3
209321_s_at	ADCY3	109	adenylate cyclase 3
209322_s_at	SH2B1	25970	SH2B adaptor protein 1
209323_at	THAP12	5612	THAP domain containing 12
209324_s_at	RGS16	6004	regulator of G-protein signaling 16
209325_s_at	RGS16	6004	regulator of G-protein signaling 16
209326_at	SLC35A2	7355	"solute carrier family 35 (UDP-galactose transporter), member A2"
209327_s_at	NOP16	51491	NOP16 nucleolar protein
209328_x_at	HIGD2A	192286	"HIG1 hypoxia inducible domain family, member 2A"
209329_x_at	HIGD2A	192286	"HIG1 hypoxia inducible domain family, member 2A"
209330_s_at	HNRNPD	3184	heterogeneous nuclear ribonucleoprotein D
209331_s_at	MAX	4149	MYC associated factor X
209332_s_at	MAX	4149	MYC associated factor X
209333_at	ULK1	8408	unc-51 like autophagy activating kinase 1
209334_s_at	PSMD9	5715	"proteasome 26S subunit, non-ATPase 9"
209335_at	DCN	1634	decorin
209336_at			
209337_at	PSIP1	11168	PC4 and SFRS1 interacting protein 1
209338_at	TFCP2	7024	transcription factor CP2
209339_at	SIAH2	6478	siah E3 ubiquitin protein ligase 2
209340_at	UAP1	6675	UDP-N-acetylglucosamine pyrophosphorylase 1
209341_s_at	IKBKB	3551	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
209342_s_at	IKBKB	3551	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
209343_at	EFHD1	80303	EF-hand domain family member D1
209344_at	TPM4	7171	tropomyosin 4
209345_s_at	PI4K2A	55361	phosphatidylinositol 4-kinase type 2 alpha
209346_s_at	PI4K2A	55361	phosphatidylinositol 4-kinase type 2 alpha
209347_s_at	MAF	4094	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog
209348_s_at	MAF	4094	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog
209349_at	RAD50	10111	"RAD50 homolog, double strand break repair protein"
209350_s_at	GPS2	2874	G protein pathway suppressor 2
209351_at	KRT14	3861	"keratin 14, type I"
209352_s_at	SIN3B	23309	SIN3 transcription regulator family member B
209353_s_at	FAM163A	148753	"family with sequence similarity 163, member A"
209354_at	TNFRSF14	8764	"tumor necrosis factor receptor superfamily, member 14"
209355_s_at	PLPP3	8613	phospholipid phosphatase 3
209356_x_at	EFEMP2	30008	EGF containing fibulin-like extracellular matrix protein 2
209357_at	CITED2	10370	"Cbp/p300-interacting transactivator, with Glu/Asp rich carboxy-terminal domain, 2"
209358_at	TAF11	6882	"TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa"
209359_x_at			
209360_s_at			
209361_s_at	PCBP4	57060	poly(rC) binding protein 4
209362_at	MED21	9412	mediator complex subunit 21
209363_s_at	MED21	9412	mediator complex subunit 21
209364_at	BAD	572	BCL2-associated agonist of cell death
209365_s_at	ECM1	1893	extracellular matrix protein 1
209366_x_at	CYB5A	1528	cytochrome b5 type A (microsomal)
209367_at	STXBP2	6813	syntaxin binding protein 2
209368_at	EPHX2	2053	"epoxide hydrolase 2, cytoplasmic"
209369_at	ANXA3	306	annexin A3
209370_s_at	SH3BP2	6452	SH3-domain binding protein 2
209371_s_at	SH3BP2	6452	SH3-domain binding protein 2
209372_x_at			
209373_at	MALL	7851	"mal, T-cell differentiation protein-like"
209374_s_at	IGHM	3507	immunoglobulin heavy constant mu
209375_at	XPC	7508	"xeroderma pigmentosum, complementation group C"
209376_x_at	SCAF11	9169	SR-related CTD-associated factor 11
209377_s_at	HMGN3	9324	high mobility group nucleosomal binding domain 3
209378_s_at	CCSER2	54462	coiled-coil serine rich protein 2
209379_s_at	CCSER2	54462	coiled-coil serine rich protein 2
209380_s_at	ABCC5	10057	ATP binding cassette subfamily C member 5
209381_x_at	SF3A2	8175	splicing factor 3a subunit 2
209382_at	POLR3C	10623	polymerase (RNA) III (DNA directed) polypeptide C (62kD)
209383_at	DDIT3	1649	DNA-damage-inducible transcript 3
209384_at	PROSC	11212	proline synthetase co-transcribed homolog (bacterial)
209385_s_at	PROSC	11212	proline synthetase co-transcribed homolog (bacterial)
209386_at	TM4SF1	4071	transmembrane 4 L six family member 1
209387_s_at	TM4SF1	4071	transmembrane 4 L six family member 1
209388_at	PAPOLA	10914	poly(A) polymerase alpha
209389_x_at	DBI	1622	"diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein)"
209390_at	TSC1	7248	tuberous sclerosis 1
209391_at	DPM2	8818	"dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit"
209392_at	ENPP2	5168	ectonucleotide pyrophosphatase/phosphodiesterase 2
209393_s_at	EIF4E2	9470	eukaryotic translation initiation factor 4E family member 2
209394_at	ASMTL	8623	acetylserotonin O-methyltransferase-like
209395_at	CHI3L1	1116	chitinase 3-like 1 (cartilage glycoprotein-39)
209396_s_at	CHI3L1	1116	chitinase 3-like 1 (cartilage glycoprotein-39)
209397_at	ME2	4200	"malic enzyme 2, NAD(+)-dependent, mitochondrial"
209398_at	HIST1H1C	3006	"histone cluster 1, H1c"
209399_at	HLCS	3141	holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase)
209400_at	SLC12A4	6560	"solute carrier family 12 (potassium/chloride transporter), member 4"
209401_s_at	SLC12A4	6560	"solute carrier family 12 (potassium/chloride transporter), member 4"
209402_s_at	SLC12A4	6560	"solute carrier family 12 (potassium/chloride transporter), member 4"
209403_at			
209404_s_at	TMED7	51014	transmembrane p24 trafficking protein 7
209405_s_at	FAM3A	60343	"family with sequence similarity 3, member A"
209406_at	BAG2	9532	BCL2-associated athanogene 2
209407_s_at	DEAF1	10522	DEAF1 transcription factor
209408_at	KIF2C	11004	kinesin family member 2C
209409_at	GRB10	2887	growth factor receptor bound protein 10
209410_s_at	GRB10	2887	growth factor receptor bound protein 10
209411_s_at	GGA3	23163	"golgi-associated, gamma adaptin ear containing, ARF binding protein 3"
209412_at			
209413_at	B4GALT2	8704	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2"
209414_at	FZR1	51343	fizzy/cell division cycle 20 related 1
209415_at	FZR1	51343	fizzy/cell division cycle 20 related 1
209416_s_at	FZR1	51343	fizzy/cell division cycle 20 related 1
209417_s_at	IFI35	3430	interferon-induced protein 35
209418_s_at	THOC5	8563	THO complex 5
209419_at	THOC5	8563	THO complex 5
209420_s_at	SMPD1	6609	"sphingomyelin phosphodiesterase 1, acid lysosomal"
209421_at	MSH2	4436	mutS homolog 2
209422_at	PHF20	51230	PHD finger protein 20
209423_s_at	PHF20	51230	PHD finger protein 20
209424_s_at			
209425_at			
209426_s_at			
209427_at	SMTN	6525	smoothelin
209428_s_at	ZFPL1	7542	zinc finger protein-like 1
209429_x_at	EIF2B4	8890	"eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa"
209430_at	BTAF1	9044	"BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa"
209431_s_at	PATZ1	23598	POZ (BTB) and AT hook containing zinc finger 1
209432_s_at	CREB3	10488	cAMP responsive element binding protein 3
209433_s_at	PPAT	5471	phosphoribosyl pyrophosphate amidotransferase
209434_s_at	PPAT	5471	phosphoribosyl pyrophosphate amidotransferase
209435_s_at	ARHGEF2	9181	Rho/Rac guanine nucleotide exchange factor 2
209436_at	SPON1	10418	"spondin 1, extracellular matrix protein"
209437_s_at	SPON1	10418	"spondin 1, extracellular matrix protein"
209438_at	PHKA2	5256	"phosphorylase kinase, alpha 2 (liver)"
209439_s_at	PHKA2	5256	"phosphorylase kinase, alpha 2 (liver)"
209440_at	PRPS1	5631	phosphoribosyl pyrophosphate synthetase 1
209441_at	RHOBTB2	23221	Rho-related BTB domain containing 2
209442_x_at	ANK3	288	"ankyrin 3, node of Ranvier (ankyrin G)"
209443_at	SERPINA5	5104	"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5"
209444_at	RAP1GDS1	5910	"RAP1, GTP-GDP dissociation stimulator 1"
209445_x_at	COA1	55744	cytochrome c oxidase assembly factor 1 homolog
209446_s_at			
209447_at	SYNE1	23345	"spectrin repeat containing, nuclear envelope 1"
209448_at	HTATIP2	10553	HIV-1 Tat interactive protein 2
209449_at	LSM2	57819	"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated"
209450_at	OSGEP	55644	O-sialoglycoprotein endopeptidase
209451_at	TANK	10010	TRAF family member-associated NFKB activator
209452_s_at	VTI1B	10490	vesicle transport through interaction with t-SNAREs 1B
209453_at	SLC9A1	6548	"solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1"
209454_s_at	TEAD3	7005	TEA domain family member 3
209455_at	FBXW11	23291	F-box and WD repeat domain containing 11
209456_s_at	FBXW11	23291	F-box and WD repeat domain containing 11
209457_at	DUSP5	1847	dual specificity phosphatase 5
209458_x_at			
209459_s_at	ABAT	18	4-aminobutyrate aminotransferase
209460_at	ABAT	18	4-aminobutyrate aminotransferase
209461_x_at	WDR18	57418	WD repeat domain 18
209462_at	APLP1	333	amyloid beta (A4) precursor-like protein 1
209463_s_at	TAF12	6883	"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa"
209464_at	AURKB	9212	aurora kinase B
209465_x_at	PTN	5764	pleiotrophin
209466_x_at	PTN	5764	pleiotrophin
209467_s_at	MKNK1	8569	MAP kinase interacting serine/threonine kinase 1
209468_at	LRP5	4041	LDL receptor related protein 5
209469_at	GPM6A	2823	glycoprotein M6A
209470_s_at	GPM6A	2823	glycoprotein M6A
209471_s_at	FNTA	2339	"farnesyltransferase, CAAX box, alpha"
209472_at	KYAT3	56267	kynurenine aminotransferase 3
209473_at	ENTPD1	953	ectonucleoside triphosphate diphosphohydrolase 1
209474_s_at	ENTPD1	953	ectonucleoside triphosphate diphosphohydrolase 1
209475_at	USP15	9958	ubiquitin specific peptidase 15
209476_at	TMX1	81542	thioredoxin-related transmembrane protein 1
209477_at	EMD	2010	emerin
209478_at	CENPX	201254	centromere protein X
209479_at	CCDC28A	25901	coiled-coil domain containing 28A
209480_at	HLA-DQB1	3119	"major histocompatibility complex, class II, DQ beta 1"
209481_at	SNRK	54861	SNF related kinase
