PROBEID	SYMBOL	ENTREZID	GENENAME
210853_at	SCN11A	11280	"sodium channel, voltage gated, type XI alpha subunit"
210854_x_at	SLC6A8	6535	"solute carrier family 6 (neurotransmitter transporter), member 8"
210855_at	GREB1	9687	growth regulation by estrogen in breast cancer 1
210858_x_at	ATM	472	ATM serine/threonine kinase
210859_x_at	CLN3	1201	"ceroid-lipofuscinosis, neuronal 3"
210861_s_at	WISP3	8838	WNT1 inducible signaling pathway protein 3
210862_s_at	SARDH	1757	sarcosine dehydrogenase
210864_x_at	HFE	3077	hemochromatosis
210865_at	FASLG	356	"Fas ligand (TNF superfamily, member 6)"
210866_s_at	CNOT4	4850	CCR4-NOT transcription complex subunit 4
210867_at	CNOT4	4850	CCR4-NOT transcription complex subunit 4
210868_s_at	ELOVL6	79071	ELOVL fatty acid elongase 6
210869_s_at	MCAM	4162	melanoma cell adhesion molecule
210870_s_at	EPM2A	7957	"epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)"
210871_x_at	SSX2IP	117178	"synovial sarcoma, X breakpoint 2 interacting protein"
210872_x_at	GAS7	8522	growth arrest-specific 7
210873_x_at			
210874_s_at	NAT6	24142	N-acetyltransferase 6 (GCN5-related)
210875_s_at	ZEB1	6935	zinc finger E-box binding homeobox 1
210876_at	ANXA2P1	303	annexin A2 pseudogene 1
210878_s_at	KDM3B	51780	lysine (K)-specific demethylase 3B
210879_s_at	RAB11FIP5	26056	RAB11 family interacting protein 5 (class I)
210880_s_at	EFS	10278	embryonal Fyn-associated substrate
210881_s_at			
210882_s_at	TRO	7216	trophinin
210883_x_at	EFNB3	1949	ephrin-B3
210884_s_at	SPAG11A	653423	sperm associated antigen 11A
210885_s_at	TRIM15	89870	tripartite motif containing 15
210886_x_at	TP53TG1	11257	TP53 target 1 (non-protein coding)
210887_s_at	EVC	2121	Ellis van Creveld protein
210888_s_at	ITIH1	3697	inter-alpha-trypsin inhibitor heavy chain 1
210889_s_at	FCGR2B	2213	"Fc fragment of IgG, low affinity IIb, receptor (CD32)"
210890_x_at			
210891_s_at			
210892_s_at	GTF2I	2969	general transcription factor IIi
210893_at			
210894_s_at	CEP250	11190	centrosomal protein 250kDa
210895_s_at	CD86	942	CD86 molecule
210896_s_at	ASPH	444	aspartate beta-hydroxylase
210904_s_at	IL13RA1	3597	"interleukin 13 receptor, alpha 1"
210905_x_at	POU5F1P4	645682	POU class 5 homeobox 1 pseudogene 4
210906_x_at	AQP4	361	aquaporin 4
210907_s_at	PDCD10	11235	programmed cell death 10
210908_s_at	PFDN5	5204	prefoldin subunit 5
210909_x_at	LPAL2	80350	"lipoprotein, Lp(a)-like 2, pseudogene"
210910_s_at	POMZP3	22932	POM121 and ZP3 fusion
210911_at	ID2B	84099	"inhibitor of DNA binding 2B, dominant negative helix-loop-helix protein (pseudogene)"
210912_x_at	GSTM4	2948	glutathione S-transferase mu 4
210913_at	CDH20	28316	"cadherin 20, type 2"
210914_at	TXNDC16	57544	thioredoxin domain containing 16
210915_x_at			
210916_s_at	CD44	960	CD44 molecule (Indian blood group)
210917_at	YES1	7525	"YES proto-oncogene 1, Src family tyrosine kinase"
210918_at			
210919_at	PHLPP1	23239	PH domain and leucine rich repeat protein phosphatase 1
210920_x_at			
210921_at			
210922_at			
210923_at	SLC1A7	6512	"solute carrier family 1 (glutamate transporter), member 7"
210924_at	OLFM1	10439	olfactomedin 1
210925_at	CIITA	4261	"class II, major histocompatibility complex, transactivator"
210926_at			
210927_x_at	JTB	10899	jumping translocation breakpoint
210928_at			
210929_s_at	AHSG	197	alpha-2-HS-glycoprotein
210930_s_at	ERBB2	2064	erb-b2 receptor tyrosine kinase 2
210931_at	RNF6	6049	ring finger protein (C3H2C3 type) 6
210932_s_at	RNF6	6049	ring finger protein (C3H2C3 type) 6
210933_s_at	FSCN1	6624	fascin actin-bundling protein 1
210934_at	BLK	640	"BLK proto-oncogene, Src family tyrosine kinase"
210935_s_at	WDR1	9948	WD repeat domain 1
210936_at	WDR1	9948	WD repeat domain 1
210937_s_at	PDX1	3651	pancreatic and duodenal homeobox 1
210938_at	PDX1	3651	pancreatic and duodenal homeobox 1
210939_s_at	GRM1	2911	"glutamate receptor, metabotropic 1"
210940_s_at	GRM1	2911	"glutamate receptor, metabotropic 1"
210941_at	PCDH7	5099	protocadherin 7
210942_s_at	ST3GAL6	10402	"ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
210943_s_at	LYST	1130	lysosomal trafficking regulator
210944_s_at	CAPN3	825	calpain 3
210945_at	COL4A6	1288	"collagen, type IV, alpha 6"
210946_at	PLPP1	8611	phospholipid phosphatase 1
210947_s_at	MSH3	4437	mutS homolog 3
210948_s_at	LEF1	51176	lymphoid enhancer-binding factor 1
210949_s_at			
210950_s_at	FDFT1	2222	farnesyl-diphosphate farnesyltransferase 1
210951_x_at	RAB27A	5873	"RAB27A, member RAS oncogene family"
210952_at	AP4S1	11154	"adaptor-related protein complex 4, sigma 1 subunit"
210953_at	TSC22D2	9819	"TSC22 domain family, member 2"
210954_s_at	TSC22D2	9819	"TSC22 domain family, member 2"
210955_at	CASP10	843	caspase 10
210956_at			
210957_s_at	AFF2	2334	"AF4/FMR2 family, member 2"
210958_s_at	MAST4	375449	microtubule associated serine/threonine kinase family member 4
210959_s_at	SRD5A1	6715	"steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)"
210960_at	ADRA1D	146	adrenoceptor alpha 1D
210961_s_at	ADRA1D	146	adrenoceptor alpha 1D
210962_s_at	AKAP9	10142	A kinase (PRKA) anchor protein 9
210963_s_at	GYG2	8908	glycogenin 2
210964_s_at	GYG2	8908	glycogenin 2
210965_x_at	CDK13	8621	cyclin-dependent kinase 13
210966_x_at	LARP1	23367	"La ribonucleoprotein domain family, member 1"
210967_x_at	CACNB1	782	"calcium channel, voltage-dependent, beta 1 subunit"
210968_s_at	RTN4	57142	reticulon 4
210969_at	PKN2	5586	protein kinase N2
210970_s_at	IBTK	25998	inhibitor of Bruton agammaglobulinemia tyrosine kinase
210971_s_at	ARNTL	406	aryl hydrocarbon receptor nuclear translocator-like
210972_x_at			
210973_s_at	FGFR1	2260	fibroblast growth factor receptor 1
210974_s_at	AP3D1	8943	"adaptor-related protein complex 3, delta 1 subunit"
210975_x_at	FASTK	10922	Fas-activated serine/threonine kinase
210976_s_at	PFKM	5213	"phosphofructokinase, muscle"
210977_s_at	HSF4	3299	heat shock transcription factor 4
210978_s_at	TAGLN2	8407	transgelin 2
210979_at	ASAH1	427	N-acylsphingosine amidohydrolase (acid ceramidase) 1
210980_s_at	ASAH1	427	N-acylsphingosine amidohydrolase (acid ceramidase) 1
210981_s_at	GRK6	2870	G protein-coupled receptor kinase 6
210982_s_at	HLA-DRA	3122	"major histocompatibility complex, class II, DR alpha"
210983_s_at	MCM7	4176	minichromosome maintenance complex component 7
210984_x_at	EGFR	1956	epidermal growth factor receptor
210985_s_at	SP100	6672	SP100 nuclear antigen
210986_s_at	TPM1	7168	tropomyosin 1 (alpha)
210987_x_at	TPM1	7168	tropomyosin 1 (alpha)
210988_s_at	PRUNE1	58497	prune exopolyphosphatase
210989_at	LAMA4	3910	"laminin, alpha 4"
210990_s_at	LAMA4	3910	"laminin, alpha 4"
210991_s_at	RIMS3	9783	regulating synaptic membrane exocytosis 3
210992_x_at	FCGR2C	9103	"Fc fragment of IgG, low affinity IIc, receptor for (CD32) (gene/pseudogene)"
210993_s_at	SMAD1	4086	SMAD family member 1
210994_x_at	TRIM23	373	tripartite motif containing 23
210995_s_at	TRIM23	373	tripartite motif containing 23
210996_s_at	YWHAE	7531	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon"
210997_at	HGF	3082	hepatocyte growth factor (hepapoietin A; scatter factor)
210998_s_at	HGF	3082	hepatocyte growth factor (hepapoietin A; scatter factor)
210999_s_at	GRB10	2887	growth factor receptor bound protein 10
211000_s_at	IL6ST	3572	interleukin 6 signal transducer
211001_at	TRIM29	23650	tripartite motif containing 29
211002_s_at	TRIM29	23650	tripartite motif containing 29
211003_x_at	TGM2	7052	transglutaminase 2
211004_s_at	ALDH3B1	221	"aldehyde dehydrogenase 3 family, member B1"
211005_at	LAT	27040	linker for activation of T-cells
211006_s_at	KCNB1	3745	"potassium channel, voltage gated Shab related subfamily B, member 1"
211008_s_at	UBE2I	7329	ubiquitin conjugating enzyme E2I
211009_s_at	ZNF271P	10778	"zinc finger protein 271, pseudogene"
211010_s_at	NCR3	259197	natural cytotoxicity triggering receptor 3
211011_at	COL19A1	1310	"collagen, type XIX, alpha 1"
211012_s_at	PML	5371	promyelocytic leukemia
211013_x_at	PML	5371	promyelocytic leukemia
211014_s_at	PML	5371	promyelocytic leukemia
211015_s_at	HSPA4	3308	heat shock 70kDa protein 4
211016_x_at	HSPA4	3308	heat shock 70kDa protein 4
211017_s_at	NF2	4771	neurofibromin 2 (merlin)
211018_at	LSS	4047	"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)"
211019_s_at	LSS	4047	"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)"
211020_at	GCNT2	2651	"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)"
211021_s_at	RGS14	10636	regulator of G-protein signaling 14
211022_s_at	ATRX	546	alpha thalassemia/mental retardation syndrome X-linked
211023_at	PDHB	5162	pyruvate dehydrogenase (lipoamide) beta
211024_s_at	NKX2-1	7080	NK2 homeobox 1
211025_x_at	COX5B	1329	cytochrome c oxidase subunit Vb
211026_s_at	MGLL	11343	monoglyceride lipase
211027_s_at	IKBKB	3551	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
211028_s_at	KHK	3795	ketohexokinase
211029_x_at	FGF18	8817	fibroblast growth factor 18
211030_s_at	SLC6A6	6533	"solute carrier family 6 (neurotransmitter transporter), member 6"
211031_s_at	CLIP2	7461	CAP-GLY domain containing linker protein 2
211032_at	COBLL1	22837	cordon-bleu WH2 repeat protein like 1
211033_s_at	PEX7	5191	peroxisomal biogenesis factor 7
211034_s_at	HECTD4	283450	HECT domain containing E3 ubiquitin protein ligase 4
211036_x_at	ANAPC5	51433	anaphase promoting complex subunit 5
211037_s_at	MBOAT7	79143	membrane bound O-acyltransferase domain containing 7
211038_s_at			
211039_at	CHRNA1	1134	"cholinergic receptor, nicotinic alpha 1"
211040_x_at	GTSE1	51512	G-2 and S-phase expressed 1
211042_x_at	MCAM	4162	melanoma cell adhesion molecule
211043_s_at	CLTB	1212	"clathrin, light chain B"
211044_at	TRIM14	9830	tripartite motif containing 14
211045_s_at	KCNH6	81033	"potassium channel, voltage gated eag related subfamily H, member 6"
211046_at	KCNH6	81033	"potassium channel, voltage gated eag related subfamily H, member 6"
211047_x_at	AP2S1	1175	adaptor-related protein complex 2 sigma 1 subunit
211048_s_at	PDIA4	9601	"protein disulfide isomerase family A, member 4"
211049_at	TLX2	3196	T-cell leukemia homeobox 2
211050_x_at			
211051_s_at	EXTL3	2137	exostosin-like glycosyltransferase 3
211052_s_at	TBCD	6904	tubulin folding cofactor D
211053_at	KCNG1	3755	"potassium channel, voltage gated modifier subfamily G, member 1"
211054_at	INVS	27130	inversin
211055_s_at	INVS	27130	inversin
211056_s_at	SRD5A1	6715	"steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)"
211057_at	ROR1	4919	receptor tyrosine kinase-like orphan receptor 1
211058_x_at			
211059_s_at	GOLGA2	2801	golgin A2
211060_x_at	GPAA1	8733	glycosylphosphatidylinositol anchor attachment 1
211061_s_at	MGAT2	4247	"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"
211062_s_at			
211063_s_at	NCK1	4690	NCK adaptor protein 1
211064_at	ZNF493	284443	zinc finger protein 493
211065_x_at	PFKL	5211	"phosphofructokinase, liver"
211066_x_at			
211067_s_at	GAS7	8522	growth arrest-specific 7
211068_x_at	WASHC2C	253725	WASH complex subunit 2C
211069_s_at	SUMO1	7341	small ubiquitin-like modifier 1
211070_x_at	DBI	1622	"diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein)"
211071_s_at	MLLT11	10962	"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11"
211072_x_at			
211073_x_at	RPL3	6122	ribosomal protein L3
211074_at			
211075_s_at	CD47	961	CD47 molecule
211076_x_at	ATN1	1822	atrophin 1
211077_s_at	TLK1	9874	tousled-like kinase 1
211078_s_at	STK3	6788	serine/threonine kinase 3
211079_s_at	DYRK1A	1859	dual specificity tyrosine-(Y)-phosphorylation regulated kinase 1A
211080_s_at	NEK2	4751	NIMA-related kinase 2
211081_s_at	MAP4K5	11183	mitogen-activated protein kinase kinase kinase kinase 5
211082_x_at	MARK2	2011	MAP/microtubule affinity-regulating kinase 2
211083_s_at	MAP3K13	9175	mitogen-activated protein kinase kinase kinase 13
211084_x_at	PRKD3	23683	protein kinase D3
211085_s_at	STK4	6789	serine/threonine kinase 4
211086_x_at	NEK1	4750	NIMA-related kinase 1
211087_x_at	MAPK14	1432	mitogen-activated protein kinase 14
211088_s_at	PLK4	10733	polo-like kinase 4
211089_s_at	NEK3	4752	NIMA-related kinase 3
211090_s_at	PRPF4B	8899	pre-mRNA processing factor 4B
211091_s_at	NF2	4771	neurofibromin 2 (merlin)
211092_s_at	NF2	4771	neurofibromin 2 (merlin)
211093_at	PDE6C	5146	"phosphodiesterase 6C, cGMP-specific, cone, alpha prime"
211094_s_at	NF1	4763	neurofibromin 1
211095_at	NF1	4763	neurofibromin 1
211096_at	PBX2	5089	pre-B-cell leukemia homeobox 2
211097_s_at	PBX2	5089	pre-B-cell leukemia homeobox 2
211098_x_at	TMCO1	54499	transmembrane and coiled-coil domains 1
211099_s_at	CNGB1	1258	cyclic nucleotide gated channel beta 1
211100_x_at	LILRA2	11027	"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2"
211101_x_at	LILRA2	11027	"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2"
211102_s_at	LILRA2	11027	"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2"
211103_at	MYO7A	4647	myosin VIIA
211104_s_at	MYO7A	4647	myosin VIIA
211105_s_at	NFATC1	4772	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1"
211106_at	SUPT3H	8464	"SPT3 homolog, SAGA and STAGA complex component"
211107_s_at	AURKC	6795	aurora kinase C
211108_s_at	JAK3	3718	Janus kinase 3
211109_at	JAK3	3718	Janus kinase 3
211110_s_at	AR	367	androgen receptor
211111_at	HGC6.3	100128124	uncharacterized LOC100128124
211112_at	SLC12A4	6560	"solute carrier family 12 (potassium/chloride transporter), member 4"
211113_s_at	ABCG1	9619	ATP binding cassette subfamily G member 1
211114_x_at	GEMIN2	8487	gem nuclear organelle associated protein 2
211115_x_at	GEMIN2	8487	gem nuclear organelle associated protein 2
211116_at	SLC9A2	6549	"solute carrier family 9, subfamily A (NHE2, cation proton antiporter 2), member 2"
211117_x_at	ESR2	2100	estrogen receptor 2 (ER beta)
211118_x_at	ESR2	2100	estrogen receptor 2 (ER beta)
211119_at	ESR2	2100	estrogen receptor 2 (ER beta)
211120_x_at	ESR2	2100	estrogen receptor 2 (ER beta)
211121_s_at	DOK1	1796	docking protein 1
211122_s_at	CXCL11	6373	chemokine (C-X-C motif) ligand 11
211123_at	SLC5A5	6528	"solute carrier family 5 (sodium/iodide cotransporter), member 5"
211124_s_at	KITLG	4254	KIT ligand
211125_x_at	GRIN1	2902	"glutamate receptor, ionotropic, N-methyl D-aspartate 1"
211126_s_at	CSRP2	1466	cysteine and glycine-rich protein 2
211127_x_at	EDA	1896	ectodysplasin A
211128_at	EDA	1896	ectodysplasin A
211129_x_at	EDA	1896	ectodysplasin A
211130_x_at	EDA	1896	ectodysplasin A
211131_s_at	EDA	1896	ectodysplasin A
211132_at			
211133_x_at			
211135_x_at			
211136_s_at	CLPTM1	1209	cleft lip and palate associated transmembrane protein 1
211137_s_at	ATP2C1	27032	"ATPase, Ca++ transporting, type 2C, member 1"
211138_s_at	KMO	8564	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
211139_s_at	NAB1	4664	NGFI-A binding protein 1
211140_s_at	CASP2	835	caspase 2
211141_s_at	CNOT3	4849	CCR4-NOT transcription complex subunit 3
211142_x_at	HLA-DOA	3111	"major histocompatibility complex, class II, DO alpha"
211143_x_at	NR4A1	3164	"nuclear receptor subfamily 4, group A, member 1"
211144_x_at			
211145_x_at	IFNA21	3452	"interferon, alpha 21"
211146_at	IGKC	3514	immunoglobulin kappa constant
211147_s_at	P2RX6	9127	"purinergic receptor P2X, ligand gated ion channel, 6"
211148_s_at	ANGPT2	285	angiopoietin 2
211149_at	UTY	7404	"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"
211150_s_at	DLAT	1737	dihydrolipoamide S-acetyltransferase
211151_x_at	GH1	2688	growth hormone 1
211152_s_at	HTRA2	27429	HtrA serine peptidase 2
211153_s_at	TNFSF11	8600	"tumor necrosis factor (ligand) superfamily, member 11"
211154_at	THPO	7066	thrombopoietin
211155_s_at	THPO	7066	thrombopoietin
211156_at	CDKN2A	1029	cyclin-dependent kinase inhibitor 2A
211157_at			
211159_s_at	PPP2R5D	5528	"protein phosphatase 2, regulatory subunit B', delta"
211160_x_at	ACTN1	87	"actinin, alpha 1"
211161_s_at	COL3A1	1281	"collagen, type III, alpha 1"
211162_x_at	SCD	6319	stearoyl-CoA desaturase (delta-9-desaturase)
211163_s_at	TNFRSF10C	8794	"tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain"
211164_at	EPHA3	2042	EPH receptor A3
211165_x_at	EPHB2	2048	EPH receptor B2
211166_at	FAM153A	285596	"family with sequence similarity 153, member A"
211167_s_at	GCK	2645	glucokinase (hexokinase 4)
211168_s_at	UPF1	5976	UPF1 regulator of nonsense transcripts homolog (yeast)
211169_s_at	PPP1R3A	5506	"protein phosphatase 1, regulatory subunit 3A"
211170_s_at	PDE10A	10846	phosphodiesterase 10A
211171_s_at	PDE10A	10846	phosphodiesterase 10A
211172_x_at	AKAP7	9465	A kinase (PRKA) anchor protein 7
211173_at	CCKAR	886	cholecystokinin A receptor
211174_s_at	CCKAR	886	cholecystokinin A receptor
211175_at	GPR45	11250	G protein-coupled receptor 45
211176_s_at	PAX4	5078	paired box 4
211177_s_at	TXNRD2	10587	thioredoxin reductase 2
211178_s_at	PSTPIP1	9051	proline-serine-threonine phosphatase interacting protein 1
211179_at			
211180_x_at			
211181_x_at			
211182_x_at			
211184_s_at	USH1C	10083	Usher syndrome 1C
211185_s_at	SF3B1	23451	"splicing factor 3b, subunit 1, 155kDa"
211186_s_at	AAK1	22848	AP2 associated kinase 1
211187_at			
211188_at	CD84	8832	CD84 molecule
211189_x_at	CD84	8832	CD84 molecule
211190_x_at	CD84	8832	CD84 molecule
211191_at	CD84	8832	CD84 molecule
211192_s_at	CD84	8832	CD84 molecule
211193_at	TP63	8626	tumor protein p63
211194_s_at	TP63	8626	tumor protein p63
211195_s_at	TP63	8626	tumor protein p63
211196_at	DBT	1629	dihydrolipoamide branched chain transacylase E2
211197_s_at			
211198_s_at			
211199_s_at			
211200_s_at	EFCAB2	84288	EF-hand calcium binding domain 2
211201_at	FSHR	2492	follicle stimulating hormone receptor
211202_s_at	KDM5B	10765	lysine (K)-specific demethylase 5B
211203_s_at	CNTN1	1272	contactin 1
211204_at	ME1	4199	"malic enzyme 1, NADP(+)-dependent, cytosolic"
211205_x_at	PIP5K1A	8394	"phosphatidylinositol-4-phosphate 5-kinase, type I, alpha"
211207_s_at	ACSL6	23305	acyl-CoA synthetase long-chain family member 6
211208_s_at	CASK	8573	calcium/calmodulin-dependent serine protein kinase (MAGUK family)
211209_x_at	SH2D1A	4068	SH2 domain containing 1A
211210_x_at	SH2D1A	4068	SH2 domain containing 1A
211211_x_at	SH2D1A	4068	SH2 domain containing 1A
211212_s_at	ORC5	5001	origin recognition complex subunit 5
211213_at	ORC5	5001	origin recognition complex subunit 5
211214_s_at	DAPK1	1612	death-associated protein kinase 1
211215_x_at	DIO2	1734	"deiodinase, iodothyronine, type II"
211217_s_at	KCNQ1	3784	"potassium channel, voltage gated KQT-like subfamily Q, member 1"
211218_at			
211219_s_at	LHX2	9355	LIM homeobox 2
211220_s_at	HSF2	3298	heat shock transcription factor 2
211221_at	TADA3	10474	transcriptional adaptor 3
211222_s_at	HAP1	9001	huntingtin-associated protein 1
211223_at	PROP1	5626	PROP paired-like homeobox 1
211224_s_at	ABCB11	8647	ATP binding cassette subfamily B member 11
211225_at	FUT5	2527	"fucosyltransferase 5 (alpha (1,3) fucosyltransferase)"
211226_at	GALR2	8811	galanin receptor 2
211227_s_at			
211228_s_at	RAD17	5884	RAD17 checkpoint clamp loader component
211230_s_at	PIK3CD	5293	"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta"
211231_x_at	CYP4A11	1579	"cytochrome P450, family 4, subfamily A, polypeptide 11"
211232_x_at	GLP1R	2740	glucagon-like peptide 1 receptor
211233_x_at	ESR1	2099	estrogen receptor 1
211234_x_at	ESR1	2099	estrogen receptor 1
211235_s_at	ESR1	2099	estrogen receptor 1
211237_s_at	FGFR4	2264	fibroblast growth factor receptor 4
211238_at	ADAM7	8756	ADAM metallopeptidase domain 7
211239_s_at	ADAM7	8756	ADAM metallopeptidase domain 7
211240_x_at			
211241_at	ANXA2P3	305	annexin A2 pseudogene 3
211242_x_at	KIR2DL4	3805	"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4"
211245_x_at	KIR2DL4	3805	"killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4"
211248_s_at	CHRD	8646	chordin
211249_at	GPR68	8111	G protein-coupled receptor 68
211250_s_at	SH3BP2	6452	SH3-domain binding protein 2
211251_x_at	NFYC	4802	nuclear transcription factor Y subunit gamma
211252_x_at	PTCRA	171558	pre T-cell antigen receptor alpha
211253_x_at	PYY	5697	peptide YY
211254_x_at	RHAG	6005	Rh-associated glycoprotein
211255_x_at	DEDD	9191	death effector domain containing
211256_x_at	BTN2A1	11120	"butyrophilin, subfamily 2, member A1"
211257_x_at	ZNF638	27332	zinc finger protein 638
211258_s_at	TGFA	7039	transforming growth factor alpha
211259_s_at	BMP7	655	bone morphogenetic protein 7
211260_at	BMP7	655	bone morphogenetic protein 7
211261_at	NUP214	8021	nucleoporin 214kDa
211262_at	PCSK6	5046	proprotein convertase subtilisin/kexin type 6
211263_s_at	PCSK6	5046	proprotein convertase subtilisin/kexin type 6
211264_at	GAD2	2572	glutamate decarboxylase 2
211265_at	PTGER3	5733	prostaglandin E receptor 3 (subtype EP3)
211266_s_at	GPR4	2828	G protein-coupled receptor 4
211267_at	HESX1	8820	HESX homeobox 1
211269_s_at	IL2RA	3559	"interleukin 2 receptor, alpha"
211270_x_at	PTBP1	5725	polypyrimidine tract binding protein 1
211271_x_at	PTBP1	5725	polypyrimidine tract binding protein 1
211272_s_at	DGKA	1606	diacylglycerol kinase alpha
211273_s_at	TBX1	6899	T-box 1
211274_at	TBX1	6899	T-box 1
211275_s_at	GYG1	2992	glycogenin 1
211276_at	TCEAL2	140597	transcription elongation factor A (SII)-like 2
211277_x_at	APP	351	amyloid beta (A4) precursor protein
211279_at	NRF1	4899	nuclear respiratory factor 1
211280_s_at	NRF1	4899	nuclear respiratory factor 1
211282_x_at	TNFRSF25	8718	"tumor necrosis factor receptor superfamily, member 25"
211284_s_at	GRN	2896	granulin
211285_s_at	UBE3A	7337	ubiquitin protein ligase E3A
211286_x_at	CSF2RA	1438	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"
211287_x_at	CSF2RA	1438	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"
211289_x_at			
211295_x_at	CYP2A6	1548	"cytochrome P450, family 2, subfamily A, polypeptide 6"
211296_x_at	UBC	7316	ubiquitin C
211297_s_at	CDK7	1022	cyclin-dependent kinase 7
211298_s_at	ALB	213	albumin
211299_s_at	FLOT2	2319	flotillin 2
211300_s_at	TP53	7157	tumor protein p53
211301_at	KCND3	3752	"potassium channel, voltage gated Shal related subfamily D, member 3"
211302_s_at	PDE4B	5142	"phosphodiesterase 4B, cAMP-specific"
211303_x_at	FOLH1B	219595	folate hydrolase 1B
211304_x_at	KCNJ5	3762	"potassium channel, inwardly rectifying subfamily J, member 5"
211305_x_at	FCAR	2204	Fc fragment of IgA receptor
211306_s_at	FCAR	2204	Fc fragment of IgA receptor
211307_s_at	FCAR	2204	Fc fragment of IgA receptor
211310_at	EZH1	2145	enhancer of zeste 1 polycomb repressive complex 2 subunit
211312_s_at	WISP1	8840	WNT1 inducible signaling pathway protein 1
211313_s_at	BAZ1B	9031	bromodomain adjacent to zinc finger domain 1B
211314_at	CACNA1G	8913	"calcium channel, voltage-dependent, T type, alpha 1G subunit"
211315_s_at	CACNA1G	8913	"calcium channel, voltage-dependent, T type, alpha 1G subunit"
211316_x_at	CFLAR	8837	CASP8 and FADD like apoptosis regulator
211317_s_at	CFLAR	8837	CASP8 and FADD like apoptosis regulator
211318_s_at	RAE1	8480	ribonucleic acid export 1
211319_at	RAE1	8480	ribonucleic acid export 1
211320_s_at	PTPRU	10076	"protein tyrosine phosphatase, receptor type, U"
211322_s_at	SARDH	1757	sarcosine dehydrogenase
211323_s_at	ITPR1	3708	"inositol 1,4,5-trisphosphate receptor, type 1"
211324_s_at			
211325_x_at	DSTNP2	171220	destrin (actin depolymerizing factor) pseudogene 2
211326_x_at	HFE	3077	hemochromatosis
211327_x_at	HFE	3077	hemochromatosis
211328_x_at	HFE	3077	hemochromatosis
211329_x_at	HFE	3077	hemochromatosis
211330_s_at	HFE	3077	hemochromatosis
211331_x_at	HFE	3077	hemochromatosis
211332_x_at	HFE	3077	hemochromatosis
211333_s_at	FASLG	356	"Fas ligand (TNF superfamily, member 6)"
211334_at	MRE11	4361	"MRE11 homolog, double strand break repair nuclease"
211336_x_at	LILRB1	10859	"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1"
211337_s_at	TUBGCP4	27229	"tubulin, gamma complex associated protein 4"
211338_at	IFNA2	3440	"interferon, alpha 2"
211339_s_at	ITK	3702	IL2-inducible T-cell kinase
211340_s_at	MCAM	4162	melanoma cell adhesion molecule
211341_at	POU4F1	5457	POU class 4 homeobox 1
211342_x_at	MED12	9968	mediator complex subunit 12
211343_s_at	COL13A1	1305	"collagen, type XIII, alpha 1"
211345_x_at	EEF1G	1937	eukaryotic translation elongation factor 1 gamma
211347_at	CDC14B	8555	cell division cycle 14B
211348_s_at	CDC14B	8555	cell division cycle 14B
211349_at	SLC15A1	6564	"solute carrier family 15 (oligopeptide transporter), member 1"
211350_s_at	KIF25-AS1	100505879	KIF25 antisense RNA 1
211351_at	KIF25-AS1	100505879	KIF25 antisense RNA 1
211352_s_at	NCOA3	8202	nuclear receptor coactivator 3
211353_at	LRIT1	26103	"leucine-rich repeat, immunoglobulin-like and transmembrane domains 1"
211354_s_at	LEPR	3953	leptin receptor
211355_x_at	LEPR	3953	leptin receptor
211356_x_at	LEPR	3953	leptin receptor
211357_s_at	ALDOB	229	"aldolase B, fructose-bisphosphate"
211358_s_at	CIZ1	25792	CDKN1A interacting zinc finger protein 1
211359_s_at	OPRM1	4988	"opioid receptor, mu 1"
211360_s_at	ITPR2	3709	"inositol 1,4,5-trisphosphate receptor, type 2"
211361_s_at	SERPINB13	5275	"serpin peptidase inhibitor, clade B (ovalbumin), member 13"
211362_s_at	SERPINB13	5275	"serpin peptidase inhibitor, clade B (ovalbumin), member 13"
